Title,Date,Company
broker consultant at old mutual kenya,11/24/2022,old mutual kenya
senior compliance officer at stanbic bank,11/24/2022,stanbic bank
project services accountant at deloitte consulting,11/24/2022,deloitte consulting
accounts receivable accountant at deloitte consulting,11/24/2022,deloitte consulting
intern collections officer at watu credit limited,11/24/2022,watu credit limited
2023 junior secondary history geography apprentice teacher eldoret high schools at nova pioneer,11/24/2022,nova pioneer
2023 junior secondary health education home science resident teacher tatu day school at nova pioneer,11/24/2022,nova pioneer
2023 junior secondary associate dean of residential life tatu girls boarding school at nova pioneer,11/24/2022,nova pioneer
2023 school counsellor tatu day school at nova pioneer,11/24/2022,nova pioneer
primary care nurse at mpharma,11/24/2022,mpharma
supply chain manager at mpharma,11/24/2022,mpharma
communications intern at christian health association of kenya chak ,11/24/2022,christian health association of kenya chak 
continuing professional development directorate at law society of kenya,11/24/2022,law society of kenya
parliamentary affairs legislation directorate at law society of kenya,11/24/2022,law society of kenya
public interest litigation directorate at law society of kenya,11/24/2022,law society of kenya
practice standards directorate at law society of kenya,11/24/2022,law society of kenya
compliance ethics directorates at law society of kenya,11/24/2022,law society of kenya
executive director at the african economic research consortium aerc ,11/24/2022,the african economic research consortium aerc 
consultancy to conduct artisan training for semi skilled and skilled artisans at habitat for humanity international,11/24/2022,habitat for humanity international
retail credit analyst at hf group,11/24/2022,hf group
retail credit quality assurance officer at hf group,11/24/2022,hf group
mechanical engineer at platinum outsourcing and logistics,11/24/2022,platinum outsourcing and logistics
full stack developer at platinum outsourcing and logistics,11/24/2022,platinum outsourcing and logistics
information technology project manager at platinum outsourcing and logistics,11/24/2022,platinum outsourcing and logistics
visa officer at platinum outsourcing and logistics,11/24/2022,platinum outsourcing and logistics
director finance at aga khan university aku ,11/24/2022,aga khan university aku 
officer finance at international federation of red cross and red crescent societies ifrc ,11/24/2022,international federation of red cross and red crescent societies ifrc 
strategy associate at twiga foods,11/24/2022,twiga foods
callcentre telesales internships at twiga foods,11/24/2022,twiga foods
general manager gm at corporate staffing,11/24/2022,corporate staffing
teacher assistant at fondazione l albero della vita onlus fadv ,11/24/2022,fondazione l albero della vita onlus fadv 
project mentor 8 positions at fondazione l albero della vita onlus fadv ,11/24/2022,fondazione l albero della vita onlus fadv 
teacher at fondazione l albero della vita onlus fadv ,11/24/2022,fondazione l albero della vita onlus fadv 
consultant for supporting an inter agency technical working group twg of the child justice system at fondazione l albero della vita onlus fadv ,11/24/2022,fondazione l albero della vita onlus fadv 
gender expert at fondazione l albero della vita onlus fadv ,11/24/2022,fondazione l albero della vita onlus fadv 
team leader pickers at human capital synergies africa ltd,11/24/2022,human capital synergies africa ltd
county coordinators of delivery unit 3 posts at mandera county government,11/24/2022,mandera county government
deputy sub county coordinators of efficiency monitoring unit 3 posts at mandera county government,11/24/2022,mandera county government
sub county coordinators of efficiency monitoring unit 3 posts at mandera county government,11/24/2022,mandera county government
